Exp,Mouse,Line,Group,Inf1,Inf2,Protein,Dpi,[IFNg] serum,[IgE] serum,[IgG1] serum,[IgG2a] serum,[IL-4] serum,[IL-5] serum,[IL-10] serum,[IFNg] Ag MLN stim,[IFN] CD3 MLN stim,[IFN] Media MLN stim,[IL-5] Media MLN stim,[IL-5] Ag MLN stim,[IL-5] CD3 MLN stim,[IL-10] Media MLN stim,[IL-10] CD MLN stim,[IL-10] Ag MLN stim,[IL-17]Media MLN stim,[IL-17] CD MLN stim,[IL-17] Ag MLN stim,[GAPDH] QPCR Gut,[Arg1] QPCR Gut,[CD36] QPCR Gut,[Idlr] QPCR Gut,[iNOS] QPCR Gut,[PPARg1&2] QPCR Gut,[RELMa] QPCR Gut,[Arg1] QPCR Spleen,[CD36] QPCR Spleen,[GAPDH] QPCR Spleen,[Idlr] QPCR Spleen,[iNOS] QPCR spleen,[PPARg1&2] QPCR spleen,[RELMa] QPCR spleen,wean BW,BW1,BW2,BW3,BW4,BW5,BW6,BW7,BW8,BW9,BW10,BW11,BW12,BWd9,BWd21,FinalBW,ADWG,ADWG expt,ADWG expt diet,FI 1,FI 2,FI 3,FI 4,FI 5,FI 6,FI 7,FI 8,FI 9,FI 10,FI 11,ADFI,ADFI expt,spleen wt,gut wt,Spl_BW,Gut_BW,granulomas,colon contents,wet carcass wt,dry carcass wt,DMR ratio,Fat %,EIC,Adult Male,Adult Female,Juv Male,Juv Female,Total worms,tWB,PCF,Juv Per
SB-105,84,ROH,1_1,1,1,HP,9.000,0.000,0.295,"12,800.000","1,600.000",0.039,,0.000,0.000,0.000,0.000,0.013,0.022,0.713,0.000,0.739,0.000,0.000,0.000,0.000,0.341,0.033,0.061,0.086,0.106,0.029,0.076,,,,,,,,6.930,9.780,13.390,16.940,22.090,19.360,23.900,25.910,28.030,29.490,,,,33.120,,33.120,0.794,0.703,0.768,3.235,4.347,5.008,2.827,4.450,4.153,2.790,3.487,,,,,,0.167,1.902,5.042,57.428,58.000,0.210,28.200,8.900,0.316,5.463,0.000,1.000,0.000,3.000,2.000,6.000,0.845,*,83.333
SB-105,85,ROH,1_0,1,0,HP,21.000,0.000,0.090,"25,600.000",0.000,0.030,,0.000,0.000,0.000,0.000,0.000,0.000,0.854,0.000,1.054,0.000,0.000,0.000,0.000,0.213,0.007,0.044,0.042,4.685,0.027,0.048,1.280,0.068,0.453,1.805,0.150,0.218,0.067,6.710,9.590,12.950,15.230,20.960,22.920,27.330,28.310,30.810,32.810,33.250,35.080,36.190,,36.420,36.420,0.900,0.921,0.758,3.093,3.820,4.880,4.120,4.378,4.410,3.990,3.813,3.200,3.853,3.728,,,0.107,1.681,2.932,46.156,34.000,0.090,33.750,12.000,0.356,9.978,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,86,ROL,0_0,0,0,HP,21.000,0.000,0.026,0.000,0.000,0.004,0.000,0.000,0.000,7.344,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.003,0.000,0.001,0.000,0.000,0.014,0.000,0.000,0.000,0.036,0.006,0.118,0.601,0.102,0.053,0.002,7.390,10.000,11.720,13.680,14.930,13.910,14.670,16.440,16.570,17.980,17.220,17.570,18.030,,18.620,18.620,0.340,0.215,0.329,3.117,3.468,3.307,2.500,2.977,2.750,2.103,2.223,1.837,2.133,2.107,,,0.047,0.690,2.524,37.057,0.000,0.070,17.330,6.500,0.375,12.183,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,88,ROL,0_1,0,1,LP,9.000,0.000,0.088,800.000,0.000,0.000,0.000,,0.000,9.281,0.000,,,,0.063,1.340,0.054,,,,1.030,0.002,0.001,2.625,0.032,0.026,0.008,0.255,0.083,0.016,3.415,0.253,0.269,0.003,8.480,10.650,11.970,13.730,15.210,15.170,14.920,15.540,14.920,15.110,,,,15.830,,15.830,0.223,0.091,0.076,3.170,3.515,3.587,2.993,3.017,3.195,2.773,2.978,,,,,,0.059,0.867,3.727,54.769,0.000,0.120,14.500,5.700,0.393,14.221,0.000,2.000,2.000,0.000,0.000,4.000,0.699,0.000,0.000
SB-105,95,ROL,0_0,0,0,LP,21.000,0.000,0.000,400.000,0.000,0.000,0.000,0.000,0.000,8.811,0.000,,,,0.000,0.000,0.000,0.000,2.000,0.000,0.671,0.000,6.540,0.138,4.010,0.039,0.000,0.001,0.000,0.020,0.007,0.015,0.006,0.001,6.340,7.290,8.190,10.310,12.590,12.700,14.790,13.200,14.010,14.370,14.960,15.170,16.090,,16.410,16.410,0.305,0.265,0.135,3.125,2.993,3.028,2.680,3.275,2.643,3.000,2.913,3.128,2.880,3.048,,,0.036,0.717,2.218,43.681,0.000,0.080,15.030,6.000,0.399,14.910,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,99,ROL,1_0,1,0,HP,21.000,0.000,0.110,"124,000.000",0.000,0.000,0.000,0.000,0.000,5.024,0.000,0.000,0.000,0.134,0.000,0.000,0.000,0.000,1.446,0.000,0.409,0.001,0.040,0.022,1.735,0.031,0.003,3.215,0.044,0.546,1.595,0.115,0.117,0.084,8.860,10.440,10.850,14.570,15.670,15.230,16.580,17.350,19.320,19.120,19.790,20.140,21.920,,22.550,22.550,0.415,0.347,0.498,3.255,3.767,3.493,2.967,3.030,2.833,2.505,2.277,2.295,2.250,2.828,,,0.057,0.799,2.541,35.432,1.000,0.070,20.900,9.500,0.455,21.164,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,100,ROL,1_0,1,0,LP,21.000,0.000,0.088,"1,600.000",0.000,0.045,,,0.000,6.129,0.000,0.000,0.000,0.341,0.000,0.309,0.000,0.000,0.000,0.000,0.338,0.002,1.369,0.034,1.620,0.017,0.010,0.004,0.000,0.005,0.008,0.001,0.000,0.000,7.970,9.010,9.620,12.890,14.130,13.240,14.760,13.800,14.430,14.760,15.690,15.910,16.990,,16.470,16.470,0.258,0.156,0.143,3.313,3.670,3.043,2.437,2.938,2.860,3.138,3.077,3.345,3.287,3.445,,,0.039,0.736,2.356,44.657,1.000,0.110,15.400,5.900,0.383,13.092,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,101,ROL,0_1,0,1,HP,9.000,0.000,0.066,0.000,0.000,0.000,0.000,0.000,0.000,33.428,0.000,0.000,0.000,1.205,0.001,,0.040,0.000,2.045,0.000,0.220,0.000,0.000,0.454,0.003,0.004,0.002,1.750,0.089,0.645,0.964,0.139,0.000,0.039,6.480,7.390,8.190,9.730,11.240,12.300,14.400,14.700,15.530,15.490,,,,16.670,,16.670,0.309,0.302,0.189,3.125,2.620,2.913,2.907,2.873,2.830,2.065,1.977,,,,,,0.094,0.808,5.639,48.470,0.000,0.070,15.180,5.300,0.349,9.253,0.000,3.000,5.000,0.000,0.000,8.000,0.954,0.000,0.000
SB-105,104,ROL,1_1,1,1,LP,9.000,0.000,0.365,"1,600.000",400.000,0.097,,,0.000,7.871,0.000,0.000,0.138,1.316,0.116,1.244,0.361,0.068,0.643,0.000,0.573,0.040,0.138,0.029,0.136,0.061,0.025,0.496,0.094,0.360,1.575,0.124,0.704,0.031,5.590,7.340,9.330,10.700,13.320,13.530,15.970,13.800,14.050,14.760,,,,15.020,,15.020,0.286,0.188,-0.079,3.333,2.787,3.130,2.987,3.238,2.537,2.915,2.983,,,,,,0.054,0.760,3.595,50.599,3.000,0.110,14.410,5.600,0.389,13.714,0.000,3.000,1.000,1.000,2.000,7.000,0.903,0.000,42.857
SB-105,105,ROH,1_1,1,1,LP,21.000,0.000,0.620,"496,000.000",0.000,0.000,0.000,,0.000,1.018,0.000,0.000,0.000,3.656,0.000,3.258,0.000,0.000,0.456,0.000,0.620,0.038,0.207,0.078,0.024,0.058,0.069,0.038,0.008,0.212,0.395,0.175,0.355,0.011,12.560,14.650,19.150,24.730,31.100,32.320,35.930,37.030,33.130,32.350,31.590,31.610,31.000,,30.650,30.650,0.548,0.257,-0.440,3.858,5.693,5.678,5.053,5.318,5.087,3.868,3.717,3.523,3.690,3.218,,,0.111,2.471,3.618,80.630,53.000,0.180,28.210,10.400,0.369,11.459,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,106,ROH,0_1,0,1,HP,9.000,0.000,0.077,0.000,400.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.721,0.328,3.527,0.000,0.000,0.000,0.000,0.621,0.002,0.001,2.025,0.020,0.030,0.009,1.145,0.001,0.180,0.070,0.066,0.166,0.357,12.080,16.220,21.950,26.370,31.620,31.920,35.780,38.090,31.530,38.340,,,,40.930,,40.930,0.874,0.633,0.429,3.990,5.007,5.943,5.093,5.485,5.907,2.305,3.537,,,,,,0.139,2.190,3.396,53.506,0.000,0.130,36.830,13.300,0.361,10.606,0.000,0.000,2.000,0.000,3.000,5.000,0.778,0.000,60.000
SB-105,107,ROH,0_0,0,0,HP,21.000,0.000,0.066,0.000,0.000,0.099,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.567,0.000,22.950,0.121,3.300,0.058,0.000,0.045,0.018,0.015,0.453,0.101,0.065,0.007,11.930,15.880,22.500,26.120,31.800,33.390,36.650,39.000,46.610,45.490,49.020,52.350,53.050,,54.510,54.510,1.290,1.234,1.488,4.303,5.273,6.248,5.723,5.195,6.273,5.485,5.143,4.910,5.990,4.970,,,0.133,1.866,2.444,34.232,0.000,0.080,50.320,24.600,0.489,25.042,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,108,ROH,1_1,1,1,LP,9.000,0.000,0.434,"51,200.000",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.153,2.575,0.000,2.896,0.000,0.000,0.000,0.000,0.317,0.075,0.150,0.023,0.106,0.034,0.075,2.170,0.014,0.125,0.144,0.081,0.106,0.099,12.520,15.700,22.070,27.360,31.520,32.180,35.430,38.320,36.420,35.940,,,,37.260,,37.260,0.750,0.430,0.153,4.208,5.397,5.738,5.453,5.018,6.900,4.648,4.623,,,,,,0.138,2.080,3.704,55.824,36.000,0.140,32.850,13.400,0.408,15.894,0.000,1.000,0.000,0.000,0.000,1.000,0.301,*,0.000
SB-105,109,ROH,0_1,0,1,LP,21.000,0.000,0.124,"3,200.000",400.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.697,0.000,0.876,0.000,0.000,0.000,0.000,0.474,0.002,0.090,6.665,0.036,0.105,0.009,0.246,0.057,0.330,1.735,0.114,0.072,0.004,12.180,16.070,22.200,25.870,30.970,30.030,33.970,33.780,34.510,33.980,33.620,33.260,33.720,,34.130,34.130,0.665,0.359,0.013,4.135,5.060,5.750,4.463,4.848,5.810,5.000,4.540,3.915,3.917,3.923,,,0.101,1.756,2.953,51.444,13.000,0.190,31.230,13.000,0.416,16.838,"1,566.000",9.000,14.000,0.000,0.000,23.000,1.380,111.857,0.000
SB-105,110,ROH,1_1,1,1,HP,9.000,0.000,0.240,"51,200.000",0.000,0.054,0.000,0.000,0.000,0.974,0.000,0.000,0.000,1.276,0.000,1.158,0.000,0.000,0.000,0.000,0.198,0.012,0.065,0.013,0.012,0.017,0.031,0.005,0.000,0.015,0.021,0.007,0.160,0.010,12.580,16.470,22.840,26.720,31.090,31.170,33.500,38.000,40.840,42.000,,,,41.770,,41.770,0.885,0.654,0.689,4.560,5.510,5.225,5.053,4.995,5.920,4.553,4.233,,,,,,0.163,2.170,3.902,51.951,44.000,0.010,36.330,14.900,0.410,16.145,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,111,ROL,0_1,0,1,HP,21.000,0.000,0.234,"1,600.000",0.000,0.005,0.000,0.000,0.000,0.711,0.000,0.000,0.000,0.560,0.000,0.548,0.000,0.000,0.235,0.000,0.006,0.000,0.000,0.099,0.002,0.000,0.000,0.194,0.134,0.331,3.115,0.184,0.001,0.007,8.830,10.150,10.590,13.180,14.660,15.370,16.710,17.640,18.420,19.640,20.130,20.340,20.830,,20.620,20.620,0.357,0.323,0.326,2.000,3.733,3.793,3.107,3.168,3.033,2.320,2.520,2.298,2.347,2.443,,,0.073,1.004,3.535,48.705,0.000,0.080,18.100,7.600,0.420,17.248,"1,836.000",15.000,16.000,0.000,0.000,31.000,1.505,114.750,0.000
SB-105,113,ROL,0_1,0,1,LP,9.000,0.000,0.243,0.000,0.000,0.000,0.000,,1.780,6.828,0.000,0.431,0.774,3.019,0.076,5.179,0.825,0.000,1.760,0.000,0.592,0.006,0.000,1.500,0.015,0.016,0.009,0.024,0.000,0.033,0.017,0.020,0.317,0.006,9.110,10.970,12.100,14.400,15.250,15.240,15.940,15.200,15.430,15.220,,,,15.300,,15.300,0.188,0.039,-0.053,2.635,3.943,3.185,2.757,3.003,2.507,2.708,2.817,,,,,,,0.990,0.000,64.706,0.000,0.080,13.830,5.100,0.369,11.470,0.000,6.000,5.000,0.000,0.000,11.000,1.079,0.000,0.000
SB-105,115,ROL,0_0,0,0,HP,21.000,0.000,0.048,400.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.156,0.099,0.108,0.020,0.000,0.000,0.000,0.001,0.000,0.000,0.002,0.022,0.000,0.000,0.056,0.000,0.036,0.039,0.025,0.008,0.007,6.380,7.570,10.500,11.750,13.410,13.000,14.100,13.870,13.580,13.990,15.830,15.480,15.910,,16.080,16.080,0.294,0.188,0.165,2.805,3.250,3.495,2.917,3.275,2.153,1.918,2.017,2.368,1.883,2.090,,,0.038,0.562,2.332,34.969,0.000,0.060,15.220,5.400,0.355,9.892,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,116,ROL,1_1,1,1,HP,21.000,0.000,0.803,"124,000.000",0.000,0.284,0.040,0.000,0.000,2.037,0.000,0.000,0.001,0.899,0.084,0.402,0.084,0.000,0.048,0.000,0.189,0.004,0.117,0.045,0.069,0.019,0.029,0.110,0.010,0.202,0.497,0.138,0.006,0.005,7.660,9.410,8.830,10.900,11.430,12.730,13.290,14.850,15.490,16.570,17.770,18.940,19.800,,19.310,19.310,0.353,0.366,0.502,1.930,2.793,2.583,3.167,2.720,2.913,1.960,2.317,2.420,2.663,2.530,,,0.077,1.168,3.972,60.497,18.000,0.090,17.450,6.900,0.395,14.482,10.500,6.000,3.000,0.000,0.000,9.000,1.000,3.500,0.000
SB-105,117,ROL,1_1,1,1,HP,9.000,0.494,0.684,"25,600.000",0.000,0.949,0.000,0.000,0.000,5.134,0.000,0.000,0.606,3.281,0.163,4.277,1.392,0.000,1.142,0.000,0.002,0.000,0.000,0.016,0.000,0.000,0.001,0.001,0.000,0.003,0.030,0.002,0.100,0.000,8.060,9.680,11.040,13.230,15.200,15.000,15.360,15.910,16.500,17.490,,,,17.660,,17.660,0.291,0.193,0.192,2.863,3.517,3.443,2.877,2.855,2.923,2.225,2.377,,,,,,0.102,1.150,5.776,65.119,3.000,0.090,15.880,5.400,0.340,8.226,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,118,ROL,1_1,1,1,LP,21.000,0.000,1.631,"25,600.000",0.000,0.017,0.025,0.000,1.808,1.305,0.715,0.000,0.000,0.664,0.192,0.572,0.219,0.000,0.142,0.000,0.677,0.001,0.176,0.289,0.455,0.073,0.002,,,,,,,,7.930,9.260,10.270,11.610,13.460,15.210,16.470,14.980,13.420,14.060,14.210,14.460,14.710,,16.230,16.230,0.252,0.201,-0.020,2.463,2.940,3.775,3.513,2.785,2.413,1.873,2.547,2.645,2.267,2.610,,,0.074,1.274,4.566,78.509,6.000,0.050,14.070,5.500,0.391,13.972,0.000,48.000,60.000,0.000,0.000,108.000,2.037,0.000,0.000
SB-105,119,ROL,1_0,1,0,HP,21.000,0.000,0.167,800.000,0.000,0.051,0.430,0.000,0.000,3.073,1.317,0.000,0.000,0.421,0.042,0.137,0.019,0.000,0.704,0.000,0.005,0.000,0.000,0.004,0.000,0.000,0.000,0.001,0.000,0.001,0.000,0.006,0.000,0.001,7.780,9.830,11.110,13.300,14.440,15.120,16.640,17.220,18.170,18.120,17.910,18.710,19.540,,19.080,19.080,0.342,0.251,0.203,2.488,3.520,3.733,3.030,3.160,2.707,2.435,2.430,2.068,2.417,2.405,,,0.061,0.871,3.181,45.650,0.000,0.060,17.730,6.700,0.378,12.502,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,120,ROH,0_1,0,1,HP,21.000,0.000,0.208,"124,000.000",800.000,0.000,0.000,0.000,2.381,4.681,0.000,0.000,0.816,3.366,0.240,4.809,0.681,0.000,0.371,0.000,0.262,0.005,0.001,1.035,0.018,0.017,0.041,0.264,0.102,0.315,1.665,0.109,0.001,0.004,15.950,20.990,24.290,30.510,35.750,34.500,36.870,40.510,45.520,48.010,49.530,49.110,50.020,,54.050,54.050,1.155,1.023,1.432,4.088,6.433,6.320,4.750,5.418,6.180,5.468,5.747,3.870,3.967,4.130,,,0.365,3.490,6.753,64.570,46.000,0.160,49.030,19.900,0.406,15.664,558.000,13.000,21.000,0.000,0.000,34.000,1.544,26.571,0.000
SB-105,121,ROH,1_1,1,1,HP,21.000,0.000,0.157,"496,000.000","6,400.000",0.000,0.000,0.000,1.743,5.752,0.000,0.000,0.330,1.734,0.000,1.895,0.120,0.000,0.764,0.000,0.351,0.079,0.153,0.013,0.125,0.058,0.292,0.957,0.027,0.195,0.383,0.122,0.110,0.026,15.700,19.980,26.030,30.090,34.440,34.930,38.470,40.900,43.360,45.920,47.340,45.190,46.920,,49.390,49.390,1.021,0.839,0.910,4.973,5.723,6.228,5.917,5.448,6.147,4.903,4.867,4.133,3.200,3.375,,,0.229,2.909,4.637,58.899,29.000,0.290,44.460,18.900,0.425,17.836,0.000,5.000,1.000,0.000,0.000,6.000,0.845,0.000,0.000
SB-105,122,ROH,0_0,0,0,HP,21.000,0.000,0.006,0.000,0.000,0.000,0.590,,0.000,2.936,0.000,0.000,0.000,0.234,0.000,0.436,0.000,0.000,0.641,0.000,0.003,0.000,0.000,0.006,0.000,0.000,0.000,0.090,0.200,0.276,1.895,0.187,0.140,0.008,13.520,17.920,24.480,31.460,34.500,34.620,38.590,40.500,45.160,49.090,51.310,52.910,55.220,,57.520,57.520,1.333,1.133,1.578,4.753,6.247,5.965,5.670,5.655,5.747,5.648,6.073,5.005,5.043,4.330,,,0.136,3.689,2.364,64.134,0.000,0.230,51.800,25.300,0.488,24.991,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,123,ROH,1_1,1,1,LP,9.000,0.000,0.356,"25,600.000",0.000,0.095,0.280,1.346,0.000,0.000,0.000,0.000,0.000,1.011,0.000,1.738,0.000,0.000,0.000,0.000,0.415,0.019,0.133,0.025,0.015,0.084,0.075,0.823,0.004,0.213,0.162,0.068,0.476,0.057,13.940,17.060,24.350,30.010,34.430,34.090,37.930,36.790,34.350,34.860,,,,34.510,,34.510,0.623,0.196,-0.285,4.635,6.193,5.863,5.177,5.160,5.563,4.123,4.030,,,,,,0.136,2.552,3.941,73.950,21.000,0.190,31.800,11.200,0.352,9.599,0.000,0.000,0.000,1.000,0.000,1.000,0.301,*,100.000
SB-105,124,ROH,0_1,0,1,LP,9.000,0.000,0.067,0.000,0.000,0.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.434,0.000,1.988,0.000,0.000,0.000,0.000,0.031,0.000,0.000,0.301,0.002,0.001,0.004,2.945,0.100,0.360,0.842,0.104,0.174,0.053,18.030,22.610,29.150,33.310,37.880,36.770,40.360,40.090,40.780,40.670,,,,40.040,,40.040,0.667,0.293,-0.027,5.208,6.293,6.375,5.177,5.600,5.783,5.370,4.727,,,,,,0.164,2.311,4.096,57.717,0.000,0.300,35.720,14.000,0.392,14.089,0.000,2.000,1.000,0.000,3.000,6.000,0.845,0.000,50.000
SB-105,125,ROH,0_1,0,1,HP,9.000,0.000,0.056,"248,000.000",0.000,0.003,,0.000,0.000,0.000,0.000,0.000,0.000,4.353,0.000,5.017,0.000,0.000,0.000,0.000,0.877,0.015,0.000,1.795,0.033,0.027,0.028,0.002,0.001,0.019,0.024,0.012,0.242,0.005,17.070,20.560,24.760,30.170,34.940,32.610,38.690,41.820,47.080,50.610,,,,50.410,,50.410,1.010,0.880,0.977,4.023,6.203,6.373,5.143,5.245,7.207,5.845,6.430,,,,,,0.228,2.959,4.523,58.699,0.000,0.080,45.360,20.200,0.445,20.122,0.000,9.000,15.000,3.000,6.000,33.000,1.531,0.000,27.273
SB-105,128,ROH,1_0,1,0,LP,21.000,0.000,0.197,"496,000.000","1,600.000",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.285,0.000,0.173,0.000,0.000,0.000,0.000,0.189,0.001,0.000,0.034,1.915,0.008,0.026,0.425,0.056,0.182,0.558,0.108,0.011,0.046,12.840,16.920,19.740,25.510,29.180,29.790,33.420,33.990,31.880,31.030,31.560,30.380,30.520,,31.750,31.750,0.573,0.271,-0.139,3.688,5.567,5.228,4.857,4.618,4.913,4.115,3.277,3.345,3.343,3.195,,,0.079,2.158,2.488,67.969,50.000,0.150,29.830,11.300,0.379,12.606,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,129,ROL,0_1,0,1,LP,21.000,0.000,0.226,"12,800.000",0.000,0.000,0.035,0.000,0.000,3.975,0.000,0.000,0.000,0.385,0.644,1.165,0.256,0.000,0.000,0.000,0.492,0.000,0.023,4.610,0.035,0.050,0.001,0.003,0.000,0.003,0.006,0.003,0.230,0.000,7.260,8.650,10.210,11.390,11.430,10.730,12.100,11.290,11.890,11.660,11.930,12.290,12.430,,12.980,12.980,0.173,0.069,0.073,2.778,3.657,2.713,2.487,2.803,2.103,2.260,2.543,1.605,2.197,2.128,,,0.046,0.776,3.544,59.784,0.000,0.100,12.190,3.800,0.312,5.026,"4,536.000",20.000,24.000,0.000,0.000,44.000,1.653,189.000,0.000
SB-105,131,ROL,0_0,0,0,LP,21.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,2.950,0.000,0.000,0.000,0.000,4.474,0.281,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.006,0.000,0.000,0.000,0.042,0.005,0.072,0.226,0.067,0.000,0.001,5.790,7.050,7.310,8.690,11.400,12.090,12.340,12.100,12.430,12.880,13.340,13.240,13.760,,14.020,14.020,0.249,0.232,0.140,2.095,2.797,3.038,3.087,2.578,2.580,2.715,2.673,2.583,2.500,2.558,,,0.026,0.657,1.854,46.862,0.000,0.080,13.390,5.100,0.381,12.840,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,132,ROH,1_1,1,1,LP,21.000,0.000,,"496,000.000","3,200.000",0.000,0.830,0.000,0.000,3.430,0.000,0.000,0.000,2.780,0.000,0.133,3.855,0.000,0.573,0.000,0.155,0.034,0.151,0.009,0.021,0.032,0.129,2.560,0.030,0.378,0.599,0.066,0.075,0.025,15.910,19.360,25.790,30.170,35.780,34.960,39.160,38.970,34.590,35.490,34.840,34.850,32.270,,32.260,32.260,0.495,0.091,-0.575,4.988,5.513,5.925,5.157,5.233,5.070,3.543,4.103,3.878,3.487,3.083,,,0.160,2.579,4.960,79.944,54.000,0.070,27.540,10.800,0.392,14.114,0.000,2.000,0.000,0.000,0.000,2.000,0.477,*,0.000
SB-105,133,ROH,0_1,0,1,HP,9.000,0.000,0.018,0.000,400.000,0.025,0.000,0.000,0.000,3.277,2.244,0.605,0.000,0.663,0.044,7.943,0.000,0.000,0.000,0.000,0.543,0.057,0.176,,,0.074,0.078,0.083,0.000,0.066,0.011,0.044,0.320,0.043,15.710,19.400,26.840,30.720,34.370,33.570,37.610,40.080,46.000,45.880,,,,47.000,,47.000,0.948,0.708,0.783,5.033,5.570,5.275,5.490,5.058,5.840,5.730,4.010,,,,,,0.190,2.639,4.043,56.149,0.000,0.060,42.700,17.400,0.407,15.847,0.000,2.000,1.000,0.000,1.000,4.000,0.699,0.000,25.000
SB-105,134,ROH,1_1,1,1,HP,9.000,0.000,0.232,"496,000.000",800.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.132,0.062,0.096,0.062,0.000,0.000,0.000,,,,0.110,0.193,,,,,,,,,,14.610,17.670,24.520,29.290,35.050,34.260,38.190,40.560,42.980,43.410,,,,44.340,,44.340,0.901,0.654,0.513,4.150,5.503,5.925,5.353,4.968,6.217,4.665,3.507,,,,,,0.217,3.080,4.894,69.463,31.000,0.190,38.070,14.600,0.384,13.136,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,135,ROH,0_1,0,1,HP,21.000,0.000,0.152,"25,600.000",0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.384,2.473,9.968,0.376,20.805,2.397,0.000,1.163,0.000,0.087,0.000,0.000,0.401,0.002,0.001,0.005,0.233,0.003,0.296,0.077,0.046,0.057,0.064,13.470,16.430,17.850,25.380,30.640,29.870,35.290,40.000,42.940,46.560,50.540,51.280,54.050,,55.750,55.750,1.281,1.320,1.705,3.043,5.717,5.413,4.927,5.193,6.147,5.685,5.390,5.733,4.847,5.168,,,0.260,3.846,4.664,68.987,17.000,0.090,48.940,22.700,0.464,22.213,127.500,4.000,10.000,0.000,0.000,14.000,1.176,12.750,0.000
SB-105,136,ROH,1_1,1,1,HP,21.000,0.000,0.403,"496,000.000",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.016,1.207,0.000,0.000,0.000,0.000,0.000,0.000,0.092,0.012,0.091,0.038,0.005,0.047,0.069,0.330,0.003,0.158,0.144,0.094,0.294,0.135,13.140,15.080,20.950,27.100,32.860,32.150,36.240,37.870,39.660,41.440,43.410,44.380,48.470,,48.810,48.810,1.081,0.944,1.048,4.163,5.490,5.630,5.123,4.598,5.610,4.498,4.007,3.875,4.520,5.160,,,0.159,2.840,3.258,58.185,136.000,0.320,43.190,17.800,0.412,16.371,0.000,2.000,0.000,0.000,0.000,2.000,0.477,*,0.000
SB-105,137,ROH,0_1,0,1,HP,9.000,0.000,0.083,400.000,"1,600.000",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.926,0.048,2.246,0.081,0.000,0.000,0.000,,,,,,,,,,,,,,,15.810,18.460,22.850,28.310,32.990,33.250,38.610,40.940,43.950,47.110,,,,47.500,,47.500,0.960,0.834,0.741,4.275,5.690,5.520,5.133,5.830,6.140,4.970,5.457,,,,,,0.190,2.580,4.000,54.316,0.000,0.140,43.150,17.900,0.415,16.676,0.000,3.000,5.000,0.000,4.000,12.000,1.114,0.000,33.333
SB-105,138,ROH,1_0,1,0,HP,21.000,0.000,0.068,"248,000.000","3,200.000",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,3.218,0.000,0.000,0.000,0.042,0.000,0.000,0.032,0.526,0.004,0.007,0.330,0.130,0.000,0.881,0.148,0.230,0.072,15.840,18.380,24.200,29.800,34.760,35.400,38.850,40.800,45.200,47.090,46.590,48.810,53.410,,55.110,55.110,1.190,1.100,1.355,4.235,5.980,5.333,5.883,5.263,6.337,5.318,4.437,3.423,5.407,5.050,,,0.145,3.410,2.631,61.876,54.000,0.130,49.060,21.700,0.442,19.782,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
